origin_country,origin_wps_score,origin_region,asylum_country,asylum_wps_score,asylum_region,total_female_displaced,female_percentage
Lao People's Dem. Rep.,0.698,EAP,Israel,0.697,DC,0,0
Liberia,0.512,SSA,Israel,0.697,DC,0,0
Lesotho,0.614,SSA,Israel,0.697,DC,0,0
Sri Lanka,0.706,SA,Israel,0.697,DC,0,0
South Sudan,0.411,"SSA, FS",Austria,0.898,DC,0,0
North Macedonia,0.787,CEE&CA,Israel,0.697,DC,0,0
Uzbekistan,0.674,CEE&CA,Kazakhstan,0.722,CEE&CA,0,0
Rep. of Moldova,0.821,CEE&CA,Israel,0.697,DC,0,0
Montenegro,0.743,CEE&CA,Austria,0.898,DC,0,0
Mauritania,0.475,SSA,Austria,0.898,DC,0,0
Italy,0.811,DC,Switzerland,0.877,DC,0,0
Unknown ,,,Kazakhstan,0.722,CEE&CA,0,0
Stateless,,,Kazakhstan,0.722,CEE&CA,0,0
Russian Federation,0.718,CEE&CA,Kazakhstan,0.722,CEE&CA,0,0
Greece,0.752,DC,Austria,0.898,DC,0,0
Israel,0.697,DC,Kazakhstan,0.722,CEE&CA,0,0
China,0.685,EAP,Kazakhstan,0.722,CEE&CA,0,0
Gabon,0.679,SSA,Austria,0.898,DC,0,0
Canada,0.885,DC,Austria,0.898,DC,0,0
Zimbabwe,0.59,"SSA, FS",Australia,0.896,DC,0,0
Zambia,0.566,SSA,Australia,0.896,DC,0,0
Yemen,0.323,"MENA, FS",Australia,0.896,DC,0,0
Samoa,0.685,EAP,Australia,0.896,DC,0,0
Latvia,0.884,CEE&CA,Switzerland,0.877,DC,0,0
Venezuela (Bolivarian Republic of),0.638,"LAC, FS",Australia,0.896,DC,0,0
Mauritania,0.475,SSA,Switzerland,0.877,DC,0,0
Vanuatu,0.646,EAP,Australia,0.896,DC,0,0
Uzbekistan,0.674,CEE&CA,Australia,0.896,DC,0,0
United States of America,0.84,DC,Australia,0.896,DC,0,0
Uruguay,0.822,LAC,Australia,0.896,DC,0,0
Mexico,0.558,LAC,Israel,0.697,DC,0,0
Ukraine,0.645,"CEE&CA, FS",Australia,0.896,DC,0,0
Unknown ,,,Australia,0.896,DC,0,0
Uganda,0.587,SSA,Australia,0.896,DC,0,0
Yemen,0.323,"MENA, FS",Japan,0.866,DC,0,0
United Arab Emirates,0.872,MENA,Australia,0.896,DC,0,0
Tuvalu,,,Australia,0.896,DC,0,0
Türkiye,0.664,CEE&CA,Australia,0.896,DC,0,0
Tunisia,0.671,MENA,Australia,0.896,DC,0,0
Tonga,0.685,EAP,Australia,0.896,DC,0,0
Timor-Leste,0.668,"EAP, FS",Australia,0.896,DC,0,0
Ukraine,0.645,"CEE&CA, FS",Japan,0.866,DC,0,0
Unknown ,,,Japan,0.866,DC,0,0
Thailand,0.761,EAP,Australia,0.896,DC,0,0
United Rep. of Tanzania,0.624,SSA,Australia,0.896,DC,0,0
Poland,0.854,CEE&CA,Switzerland,0.877,DC,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Australia,0.896,DC,0,0
Sweden,0.924,DC,Australia,0.896,DC,0,0
Eswatini,0.556,SSA,Australia,0.896,DC,0,0
Slovakia,0.797,CEE&CA,Australia,0.896,DC,0,0
Sudan,0.397,"MENA, FS",Australia,0.896,DC,0,0
Stateless,,,Australia,0.896,DC,0,0
Saudi Arabia,0.739,MENA,Switzerland,0.877,DC,0,0
South Sudan,0.411,"SSA, FS",Australia,0.896,DC,0,0
Viet Nam,0.721,EAP,Australia,0.896,DC,0,0
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Australia,0.896,DC,0,0
Spain,0.862,DC,Switzerland,0.877,DC,0,0
Spain,0.862,DC,Australia,0.896,DC,0,0
Somalia,0.455,"MENA, FS",Australia,0.896,DC,0,0
Solomon Islands,0.658,"EAP, FS",Australia,0.896,DC,0,0
Sierra Leone,0.601,SSA,Australia,0.896,DC,0,0
Singapore,0.884,DC,Australia,0.896,DC,0,0
Uganda,0.587,SSA,Japan,0.866,DC,0,0
Saudi Arabia,0.739,MENA,Australia,0.896,DC,0,0
El Salvador,0.691,LAC,Australia,0.896,DC,0,0
Thailand,0.761,EAP,Switzerland,0.877,DC,0,0
Rwanda,0.624,SSA,Australia,0.896,DC,0,0
Russian Federation,0.718,CEE&CA,Australia,0.896,DC,0,0
South Africa,0.648,SSA,Australia,0.896,DC,0,0
Romania,0.801,CEE&CA,Australia,0.896,DC,0,0
Qatar,0.723,MENA,Australia,0.896,DC,0,0
Portugal,0.861,DC,Australia,0.896,DC,0,0
Poland,0.854,CEE&CA,Australia,0.896,DC,0,0
Papua New Guinea,0.507,"EAP, FS",Australia,0.896,DC,0,0
Philippines,0.607,EAP,Australia,0.896,DC,0,0
Peru,0.701,LAC,Australia,0.896,DC,0,0
Pakistan,0.462,SA,Australia,0.896,DC,0,0
Türkiye,0.664,CEE&CA,Japan,0.866,DC,0,0
Oman,0.755,MENA,Australia,0.896,DC,0,0
New Zealand,0.898,DC,Australia,0.896,DC,0,0
Bolivia (Plurinational State of),0.701,LAC,Sint Maarten (Dutch part),,,0,0
Nauru,,,Australia,0.896,DC,0,0
Haiti,0.399,"LAC, FS",Sint Maarten (Dutch part),,,0,0
Norway,0.924,DC,Australia,0.896,DC,0,0
Nigeria,0.495,"SSA, FS",Australia,0.896,DC,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Japan,0.866,DC,0,0
Netherlands (Kingdom of the),0.905,DC,Australia,0.896,DC,0,0
Bahrain,0.765,MENA,Syrian Arab Rep.,0.364,"MENA, FS",0,0
Bangladesh,0.526,SA,Syrian Arab Rep.,0.364,"MENA, FS",0,0
Burkina Faso,0.507,"SSA, FS",Syrian Arab Rep.,0.364,"MENA, FS",0,0
Nepal,0.631,SA,Australia,0.896,DC,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Syrian Arab Rep.,0.364,"MENA, FS",0,0
Myanmar,0.442,"EAP, FS",Australia,0.896,DC,0,0
Mauritius,0.679,SSA,Australia,0.896,DC,0,0
Mozambique,0.548,"SSA, FS",Australia,0.896,DC,0,0
Cote d'Ivoire,0.589,SSA,Syrian Arab Rep.,0.364,"MENA, FS",0,0
Morocco,0.668,MENA,Australia,0.896,DC,0,0
Mongolia,0.799,EAP,Australia,0.896,DC,0,0
Malawi,0.549,SSA,Australia,0.896,DC,0,0
Libya,0.608,"MENA, FS",Syrian Arab Rep.,0.364,"MENA, FS",0,0
Malaysia,0.738,EAP,Australia,0.896,DC,0,0
Sudan,0.397,"MENA, FS",Japan,0.866,DC,0,0
Mali,0.478,"SSA, FS",Australia,0.896,DC,0,0
Mexico,0.558,LAC,Australia,0.896,DC,0,0
Nigeria,0.495,"SSA, FS",Syrian Arab Rep.,0.364,"MENA, FS",0,0
Maldives,0.704,SA,Australia,0.896,DC,0,0
Stateless,,,Japan,0.866,DC,0,0
Rep. of Moldova,0.821,CEE&CA,Australia,0.896,DC,0,0
North Macedonia,0.787,CEE&CA,Australia,0.896,DC,0,0
"China, Macao SAR",0.685,EAP,Australia,0.896,DC,0,0
Stateless,,,Syrian Arab Rep.,0.364,"MENA, FS",0,0
Sri Lanka,0.706,SA,Australia,0.896,DC,0,0
Lebanon,0.575,"MENA, FS",Australia,0.896,DC,0,0
Türkiye,0.664,CEE&CA,Syrian Arab Rep.,0.364,"MENA, FS",0,0
Somalia,0.455,"MENA, FS",Japan,0.866,DC,0,0
Libya,0.608,"MENA, FS",Australia,0.896,DC,0,0
Liberia,0.512,SSA,Australia,0.896,DC,0,0
Egypt,0.617,MENA,United Rep. of Tanzania,0.624,SSA,0,0
Lao People's Dem. Rep.,0.698,EAP,Australia,0.896,DC,0,0
Kuwait,0.723,MENA,Australia,0.896,DC,0,0
Eritrea,,,United Rep. of Tanzania,0.624,SSA,0,0
Rwanda,0.624,SSA,Japan,0.866,DC,0,0
Kenya,0.542,SSA,United Rep. of Tanzania,0.624,SSA,0,0
Pakistan,0.462,SA,Japan,0.866,DC,0,0
Dem. People's Rep. of Korea,,,Australia,0.896,DC,0,0
Rep. of Korea,,,Australia,0.896,DC,0,0
Kiribati,0.652,"EAP, FS",Australia,0.896,DC,0,0
Kyrgyzstan,0.697,CEE&CA,Australia,0.896,DC,0,0
Kenya,0.542,SSA,Australia,0.896,DC,0,0
Kazakhstan,0.722,CEE&CA,Australia,0.896,DC,0,0
Japan,0.866,DC,Australia,0.896,DC,0,0
Jordan,0.686,MENA,Australia,0.896,DC,0,0
Italy,0.811,DC,Australia,0.896,DC,0,0
Sri Lanka,0.706,SA,Turks and Caicos Islands,,,0,0
Israel,0.697,DC,Australia,0.896,DC,0,0
Iraq,0.51,"MENA, FS",Australia,0.896,DC,0,0
Iran (Islamic Rep. of),0.608,SA,Australia,0.896,DC,0,0
Ireland,0.891,DC,Australia,0.896,DC,0,0
Indonesia,0.678,EAP,Australia,0.896,DC,0,0
India,0.607,SA,Australia,0.896,DC,0,0
Cote d'Ivoire,0.589,SSA,Australia,0.896,DC,0,0
Hungary,0.832,CEE&CA,Australia,0.896,DC,0,0
Nigeria,0.495,"SSA, FS",Japan,0.866,DC,0,0
Croatia,0.788,CEE&CA,Australia,0.896,DC,0,0
India,0.607,SA,Thailand,0.761,EAP,0,0
Honduras,0.561,LAC,Australia,0.896,DC,0,0
"China, Hong Kong SAR",0.685,EAP,Australia,0.896,DC,0,0
Jordan,0.686,MENA,Thailand,0.761,EAP,0,0
Kuwait,0.723,MENA,Thailand,0.761,EAP,0,0
Lao People's Dem. Rep.,0.698,EAP,Thailand,0.761,EAP,0,0
Haiti,0.399,"LAC, FS",Australia,0.896,DC,0,0
Myanmar,0.442,"EAP, FS",Japan,0.866,DC,0,0
Guinea,0.527,SSA,Australia,0.896,DC,0,0
Nepal,0.631,SA,Thailand,0.761,EAP,0,0
Sri Lanka,0.706,SA,Japan,0.866,DC,0,0
Greece,0.752,DC,Australia,0.896,DC,0,0
Russian Federation,0.718,CEE&CA,Thailand,0.761,EAP,0,0
Ghana,0.639,SSA,Australia,0.896,DC,0,0
Germany,0.869,DC,Australia,0.896,DC,0,0
Georgia,0.798,CEE&CA,Australia,0.896,DC,0,0
United Kingdom of Great Britain and Northern Ireland,0.864,DC,Australia,0.896,DC,0,0
State of Palestine,,,Australia,0.896,DC,0,0
Uganda,0.587,SSA,Thailand,0.761,EAP,0,0
Gambia,0.528,SSA,Australia,0.896,DC,0,0
France,0.864,DC,Australia,0.896,DC,0,0
Iraq,0.51,"MENA, FS",Japan,0.866,DC,0,0
Iran (Islamic Rep. of),0.608,SA,Japan,0.866,DC,0,0
New Caledonia,,,Australia,0.896,DC,0,0
Unknown ,,,Tajikistan,0.685,CEE&CA,0,0
Afghanistan,0.279,"SA, FS",Turkmenistan,0.72,CEE&CA,0,0
Fiji,0.731,EAP,Australia,0.896,DC,0,0
Burundi,0.407,"SSA, FS",Togo,0.562,SSA,0,0
Ethiopia,0.516,"SSA, FS",Australia,0.896,DC,0,0
Estonia,0.896,CEE&CA,Australia,0.896,DC,0,0
Eritrea,,,Australia,0.896,DC,0,0
Ecuador,0.612,LAC,Australia,0.896,DC,0,0
Dominican Rep.,0.675,LAC,Australia,0.896,DC,0,0
Czechia,0.832,CEE&CA,Australia,0.896,DC,0,0
Cyprus,0.77,CEE&CA,Australia,0.896,DC,0,0
State of Palestine,,,Togo,0.562,SSA,0,0
Cuba,,,Australia,0.896,DC,0,0
Colombia,0.551,LAC,Australia,0.896,DC,0,0
Iraq,0.51,"MENA, FS",Togo,0.562,SSA,0,0
Indonesia,0.678,EAP,Japan,0.866,DC,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Australia,0.896,DC,0,0
Guinea,0.527,SSA,Japan,0.866,DC,0,0
Ghana,0.639,SSA,Japan,0.866,DC,0,0
Cameroon,0.451,"SSA, FS",Australia,0.896,DC,0,0
Ethiopia,0.516,"SSA, FS",Japan,0.866,DC,0,0
Eritrea,,,Japan,0.866,DC,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Togo,0.562,SSA,0,0
Chile,0.739,LAC,Australia,0.896,DC,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Japan,0.866,DC,0,0
Cameroon,0.451,"SSA, FS",Japan,0.866,DC,0,0
China,0.685,EAP,Trinidad and Tobago,0.685,LAC,0,0
China,0.685,EAP,Australia,0.896,DC,0,0
Chad,0.476,"SSA, FS",Australia,0.896,DC,0,0
Canada,0.885,DC,Australia,0.896,DC,0,0
Ecuador,0.612,LAC,Trinidad and Tobago,0.685,LAC,0,0
Ghana,0.639,SSA,Trinidad and Tobago,0.685,LAC,0,0
Cambodia,0.667,EAP,Australia,0.896,DC,0,0
Bulgaria,0.814,CEE&CA,Australia,0.896,DC,0,0
Haiti,0.399,"LAC, FS",Trinidad and Tobago,0.685,LAC,0,0
China,0.685,EAP,Japan,0.866,DC,0,0
Bosnia and Herzegovina,0.753,CEE&CA,Australia,0.896,DC,0,0
Lebanon,0.575,"MENA, FS",Trinidad and Tobago,0.685,LAC,0,0
Cambodia,0.667,EAP,Japan,0.866,DC,0,0
Pakistan,0.462,SA,Trinidad and Tobago,0.685,LAC,0,0
Brunei Darussalam,,,Australia,0.896,DC,0,0
Brazil,0.632,LAC,Australia,0.896,DC,0,0
Botswana,0.658,SSA,Australia,0.896,DC,0,0
Bolivia (Plurinational State of),0.701,LAC,Australia,0.896,DC,0,0
Burkina Faso,0.507,"SSA, FS",Japan,0.866,DC,0,0
Belarus,0.739,CEE&CA,Australia,0.896,DC,0,0
Bhutan,0.673,SA,Australia,0.896,DC,0,0
Bangladesh,0.526,SA,Australia,0.896,DC,0,0
Belgium,0.912,DC,Australia,0.896,DC,0,0
Burundi,0.407,"SSA, FS",Australia,0.896,DC,0,0
Bahrain,0.765,MENA,Australia,0.896,DC,0,0
Chad,0.476,"SSA, FS",Tunisia,0.671,MENA,0,0
Azerbaijan,0.653,CEE&CA,Australia,0.896,DC,0,0
Austria,0.898,DC,Australia,0.896,DC,0,0
Armenia,0.762,CEE&CA,Australia,0.896,DC,0,0
Argentina,0.791,LAC,Australia,0.896,DC,0,0
Egypt,0.617,MENA,Australia,0.896,DC,0,0
Antigua and Barbuda,,,Australia,0.896,DC,0,0
Angola,0.601,SSA,Australia,0.896,DC,0,0
Algeria,0.621,MENA,Australia,0.896,DC,0,0
Albania,0.731,CEE&CA,Australia,0.896,DC,0,0
Afghanistan,0.279,"SA, FS",Australia,0.896,DC,0,0
Uzbekistan,0.674,CEE&CA,Armenia,0.762,CEE&CA,0,0
Jordan,0.686,MENA,Tunisia,0.671,MENA,0,0
Liberia,0.512,SSA,Tunisia,0.671,MENA,0,0
Bangladesh,0.526,SA,Japan,0.866,DC,0,0
Tunisia,0.671,MENA,Armenia,0.762,CEE&CA,0,0
Burundi,0.407,"SSA, FS",Japan,0.866,DC,0,0
Tajikistan,0.685,CEE&CA,Armenia,0.762,CEE&CA,0,0
Sudan,0.397,"MENA, FS",Armenia,0.762,CEE&CA,0,0
Nigeria,0.495,"SSA, FS",Armenia,0.762,CEE&CA,0,0
Afghanistan,0.279,"SA, FS",Japan,0.866,DC,0,0
Myanmar,0.442,"EAP, FS",Armenia,0.762,CEE&CA,0,0
Mali,0.478,"SSA, FS",Israel,0.697,DC,0,0
Rep. of Moldova,0.821,CEE&CA,Armenia,0.762,CEE&CA,0,0
Jordan,0.686,MENA,Armenia,0.762,CEE&CA,0,0
Israel,0.697,DC,Armenia,0.762,CEE&CA,0,0
Togo,0.562,SSA,Tunisia,0.671,MENA,0,0
Iraq,0.51,"MENA, FS",Armenia,0.762,CEE&CA,0,0
Iran (Islamic Rep. of),0.608,SA,Armenia,0.762,CEE&CA,0,0
Afghanistan,0.279,"SA, FS",Türkiye,0.664,CEE&CA,0,0
Iran (Islamic Rep. of),0.608,SA,Türkiye,0.664,CEE&CA,0,0
Iraq,0.51,"MENA, FS",Türkiye,0.664,CEE&CA,0,0
Cote d'Ivoire,0.589,SSA,Armenia,0.762,CEE&CA,0,0
Germany,0.869,DC,Armenia,0.762,CEE&CA,0,0
Unknown ,,,Türkiye,0.664,CEE&CA,0,0
Ukraine,0.645,"CEE&CA, FS",Türkiye,0.664,CEE&CA,0,0
Georgia,0.798,CEE&CA,Armenia,0.762,CEE&CA,0,0
Malawi,0.549,SSA,Israel,0.697,DC,0,0
State of Palestine,,,Armenia,0.762,CEE&CA,0,0
Ethiopia,0.516,"SSA, FS",United Arab Emirates,0.872,MENA,0,0
Cuba,,,Armenia,0.762,CEE&CA,0,0
Montenegro,0.743,CEE&CA,Israel,0.697,DC,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Armenia,0.762,CEE&CA,0,0
Congo,0.583,"SSA, FS",Armenia,0.762,CEE&CA,0,0
Kuwait,0.723,MENA,United Arab Emirates,0.872,MENA,0,0
China,0.685,EAP,Armenia,0.762,CEE&CA,0,0
Belarus,0.739,CEE&CA,Armenia,0.762,CEE&CA,0,0
Pakistan,0.462,SA,United Arab Emirates,0.872,MENA,0,0
Mongolia,0.799,EAP,Israel,0.697,DC,0,0
Russian Federation,0.718,CEE&CA,United Arab Emirates,0.872,MENA,0,0
Algeria,0.621,MENA,Armenia,0.762,CEE&CA,0,0
Afghanistan,0.279,"SA, FS",Armenia,0.762,CEE&CA,0,0
Morocco,0.668,MENA,Israel,0.697,DC,0,0
United States of America,0.84,DC,Argentina,0.791,LAC,0,0
Sudan,0.397,"MENA, FS",Argentina,0.791,LAC,0,0
Egypt,0.617,MENA,Uganda,0.587,SSA,0,0
Stateless,,,Argentina,0.791,LAC,0,0
Spain,0.862,DC,Argentina,0.791,LAC,0,0
Mozambique,0.548,"SSA, FS",Israel,0.697,DC,0,0
Somalia,0.455,"MENA, FS",Argentina,0.791,LAC,0,0
Sierra Leone,0.601,SSA,Argentina,0.791,LAC,0,0
Philippines,0.607,EAP,Argentina,0.791,LAC,0,0
Mali,0.478,"SSA, FS",Argentina,0.791,LAC,0,0
North Macedonia,0.787,CEE&CA,Argentina,0.791,LAC,0,0
State of Palestine,,,Uganda,0.587,SSA,0,0
Myanmar,0.442,"EAP, FS",Israel,0.697,DC,0,0
Mali,0.478,"SSA, FS",Uganda,0.587,SSA,0,0
Libya,0.608,"MENA, FS",Argentina,0.791,LAC,0,0
Liberia,0.512,SSA,Argentina,0.791,LAC,0,0
Kyrgyzstan,0.697,CEE&CA,Argentina,0.791,LAC,0,0
Senegal,0.657,SSA,Uganda,0.587,SSA,0,0
Sierra Leone,0.601,SSA,Uganda,0.587,SSA,0,0
Jamaica,0.703,LAC,Argentina,0.791,LAC,0,0
Israel,0.697,DC,Argentina,0.791,LAC,0,0
Stateless,,,Uganda,0.587,SSA,0,0
Nepal,0.631,SA,Israel,0.697,DC,0,0
Nigeria,0.495,"SSA, FS",Israel,0.697,DC,0,0
Cote d'Ivoire,0.589,SSA,Argentina,0.791,LAC,0,0
Honduras,0.561,LAC,Argentina,0.791,LAC,0,0
Guinea,0.527,SSA,Argentina,0.791,LAC,0,0
Guatemala,0.561,LAC,Argentina,0.791,LAC,0,0
Georgia,0.798,CEE&CA,Argentina,0.791,LAC,0,0
Peru,0.701,LAC,Israel,0.697,DC,0,0
Egypt,0.617,MENA,Ukraine,0.645,"CEE&CA, FS",0,0
France,0.864,DC,Argentina,0.791,LAC,0,0
Ethiopia,0.516,"SSA, FS",Argentina,0.791,LAC,0,0
Nigeria,0.495,"SSA, FS",Jordan,0.686,MENA,0,0
Bangladesh,0.526,SA,Ukraine,0.645,"CEE&CA, FS",0,0
Philippines,0.607,EAP,Israel,0.697,DC,0,0
China,0.685,EAP,Ukraine,0.645,"CEE&CA, FS",0,0
Cameroon,0.451,"SSA, FS",Ukraine,0.645,"CEE&CA, FS",0,0
Romania,0.801,CEE&CA,Israel,0.697,DC,0,0
South Africa,0.648,SSA,Israel,0.697,DC,0,0
Russian Federation,0.718,CEE&CA,Israel,0.697,DC,0,0
Ethiopia,0.516,"SSA, FS",Ukraine,0.645,"CEE&CA, FS",0,0
State of Palestine,,,Ukraine,0.645,"CEE&CA, FS",0,0
Cameroon,0.451,"SSA, FS",Argentina,0.791,LAC,0,0
Ghana,0.639,SSA,Ukraine,0.645,"CEE&CA, FS",0,0
Rwanda,0.624,SSA,Israel,0.697,DC,0,0
Cote d'Ivoire,0.589,SSA,Ukraine,0.645,"CEE&CA, FS",0,0
India,0.607,SA,Ukraine,0.645,"CEE&CA, FS",0,0
China,0.685,EAP,Argentina,0.791,LAC,0,0
Bangladesh,0.526,SA,Argentina,0.791,LAC,0,0
Burundi,0.407,"SSA, FS",Argentina,0.791,LAC,0,0
Angola,0.601,SSA,Argentina,0.791,LAC,0,0
Iran (Islamic Rep. of),0.608,SA,Jordan,0.686,MENA,0,0
Sierra Leone,0.601,SSA,Israel,0.697,DC,0,0
Sri Lanka,0.706,SA,Ukraine,0.645,"CEE&CA, FS",0,0
Morocco,0.668,MENA,Ukraine,0.645,"CEE&CA, FS",0,0
Nigeria,0.495,"SSA, FS",Ukraine,0.645,"CEE&CA, FS",0,0
Pakistan,0.462,SA,Ukraine,0.645,"CEE&CA, FS",0,0
Somalia,0.455,"MENA, FS",Israel,0.697,DC,0,0
Senegal,0.657,SSA,Ukraine,0.645,"CEE&CA, FS",0,0
Sierra Leone,0.601,SSA,Ukraine,0.645,"CEE&CA, FS",0,0
Spain,0.862,DC,Israel,0.697,DC,0,0
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Israel,0.697,DC,0,0
Viet Nam,0.721,EAP,Ukraine,0.645,"CEE&CA, FS",0,0
Togo,0.562,SSA,Egypt,0.617,MENA,0,0
Sudan,0.397,"MENA, FS",Ukraine,0.645,"CEE&CA, FS",0,0
Viet Nam,0.721,EAP,Israel,0.697,DC,0,0
Bulgaria,0.814,CEE&CA,Jordan,0.686,MENA,0,0
Turkmenistan,0.72,CEE&CA,Ukraine,0.645,"CEE&CA, FS",0,0
Türkiye,0.664,CEE&CA,Ukraine,0.645,"CEE&CA, FS",0,0
Stateless,,,Egypt,0.617,MENA,0,0
Yemen,0.323,"MENA, FS",Ukraine,0.645,"CEE&CA, FS",0,0
Afghanistan,0.279,"SA, FS",Uruguay,0.822,LAC,0,0
Bosnia and Herzegovina,0.753,CEE&CA,Jordan,0.686,MENA,0,0
Egypt,0.617,MENA,Uruguay,0.822,LAC,0,0
South Sudan,0.411,"SSA, FS",Israel,0.697,DC,0,0
Bangladesh,0.526,SA,Uruguay,0.822,LAC,0,0
Russian Federation,0.718,CEE&CA,Egypt,0.617,MENA,0,0
Pakistan,0.462,SA,Egypt,0.617,MENA,0,0
Stateless,,,Israel,0.697,DC,0,0
Sudan,0.397,"MENA, FS",Israel,0.697,DC,0,0
Congo,0.583,"SSA, FS",Uruguay,0.822,LAC,0,0
Eswatini,0.556,SSA,Israel,0.697,DC,0,0
Libya,0.608,"MENA, FS",Egypt,0.617,MENA,0,0
Jordan,0.686,MENA,Egypt,0.617,MENA,0,0
Iran (Islamic Rep. of),0.608,SA,Egypt,0.617,MENA,0,0
Ghana,0.639,SSA,Uruguay,0.822,LAC,0,0
Guinea-Bissau,0.508,"SSA, FS",Uruguay,0.822,LAC,0,0
United Rep. of Tanzania,0.624,SSA,Israel,0.697,DC,0,0
Guinea,0.527,SSA,Uruguay,0.822,LAC,0,0
Thailand,0.761,EAP,Israel,0.697,DC,0,0
Tajikistan,0.685,CEE&CA,Israel,0.697,DC,0,0
India,0.607,SA,Uruguay,0.822,LAC,0,0
Jordan,0.686,MENA,Uruguay,0.822,LAC,0,0
Turkmenistan,0.72,CEE&CA,Israel,0.697,DC,0,0
Latvia,0.884,CEE&CA,Uruguay,0.822,LAC,0,0
Mauritania,0.475,SSA,Uruguay,0.822,LAC,0,0
Timor-Leste,0.668,"EAP, FS",Israel,0.697,DC,0,0
Togo,0.562,SSA,Israel,0.697,DC,0,0
Nicaragua,0.659,LAC,Uruguay,0.822,LAC,0,0
Türkiye,0.664,CEE&CA,Israel,0.697,DC,0,0
Pakistan,0.462,SA,Uruguay,0.822,LAC,0,0
Western Sahara,,,Angola,0.601,SSA,0,0
Uganda,0.587,SSA,Angola,0.601,SSA,0,0
South Africa,0.648,SSA,Uruguay,0.822,LAC,0,0
Trinidad and Tobago,0.685,LAC,Italy,0.811,DC,0,0
Türkiye,0.664,CEE&CA,Angola,0.601,SSA,0,0
United Rep. of Tanzania,0.624,SSA,Angola,0.601,SSA,0,0
Uganda,0.587,SSA,Israel,0.697,DC,0,0
Spain,0.862,DC,Uruguay,0.822,LAC,0,0
Suriname,0.779,LAC,Uruguay,0.822,LAC,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Angola,0.601,SSA,0,0
Tunisia,0.671,MENA,Uruguay,0.822,LAC,0,0
Sudan,0.397,"MENA, FS",Angola,0.601,SSA,0,0
Somalia,0.455,"MENA, FS",Angola,0.601,SSA,0,0
Sierra Leone,0.601,SSA,Angola,0.601,SSA,0,0
Rwanda,0.624,SSA,Angola,0.601,SSA,0,0
Afghanistan,0.279,"SA, FS",United States of America,0.84,DC,0,0
Albania,0.731,CEE&CA,United States of America,0.84,DC,0,0
Algeria,0.621,MENA,United States of America,0.84,DC,0,0
Angola,0.601,SSA,United States of America,0.84,DC,0,0
Antigua and Barbuda,,,United States of America,0.84,DC,0,0
Egypt,0.617,MENA,United States of America,0.84,DC,0,0
Argentina,0.791,LAC,United States of America,0.84,DC,0,0
Armenia,0.762,CEE&CA,United States of America,0.84,DC,0,0
Australia,0.896,DC,United States of America,0.84,DC,0,0
Austria,0.898,DC,United States of America,0.84,DC,0,0
Azerbaijan,0.653,CEE&CA,United States of America,0.84,DC,0,0
Bahrain,0.765,MENA,United States of America,0.84,DC,0,0
Barbados,0.807,LAC,United States of America,0.84,DC,0,0
Burundi,0.407,"SSA, FS",United States of America,0.84,DC,0,0
Belgium,0.912,DC,United States of America,0.84,DC,0,0
Benin,0.587,SSA,United States of America,0.84,DC,0,0
Bermuda,,,United States of America,0.84,DC,0,0
Bangladesh,0.526,SA,United States of America,0.84,DC,0,0
Bahamas,,,United States of America,0.84,DC,0,0
Bhutan,0.673,SA,United States of America,0.84,DC,0,0
Burkina Faso,0.507,"SSA, FS",United States of America,0.84,DC,0,0
Belarus,0.739,CEE&CA,United States of America,0.84,DC,0,0
Bolivia (Plurinational State of),0.701,LAC,United States of America,0.84,DC,0,0
Botswana,0.658,SSA,United States of America,0.84,DC,0,0
Brazil,0.632,LAC,United States of America,0.84,DC,0,0
Bosnia and Herzegovina,0.753,CEE&CA,United States of America,0.84,DC,0,0
Bulgaria,0.814,CEE&CA,United States of America,0.84,DC,0,0
British Virgin Islands,,,United States of America,0.84,DC,0,0
Belize,0.667,LAC,United States of America,0.84,DC,0,0
Cambodia,0.667,EAP,United States of America,0.84,DC,0,0
Canada,0.885,DC,United States of America,0.84,DC,0,0
Central African Rep.,0.362,"SSA, FS",United States of America,0.84,DC,0,0
Chad,0.476,"SSA, FS",United States of America,0.84,DC,0,0
China,0.685,EAP,United States of America,0.84,DC,0,0
Chile,0.739,LAC,United States of America,0.84,DC,0,0
Cameroon,0.451,"SSA, FS",United States of America,0.84,DC,0,0
Congo,0.583,"SSA, FS",United States of America,0.84,DC,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",United States of America,0.84,DC,0,0
Comoros,0.59,"SSA, FS",United States of America,0.84,DC,0,0
Colombia,0.551,LAC,United States of America,0.84,DC,0,0
Costa Rica,0.824,LAC,United States of America,0.84,DC,0,0
Cuba,,,United States of America,0.84,DC,0,0
Curacao ,,,United States of America,0.84,DC,0,0
Cabo Verde,0.741,SSA,United States of America,0.84,DC,0,0
Cyprus,0.77,CEE&CA,United States of America,0.84,DC,0,0
